EntityNumber,Language,TypeOfDenomination,Denomination
0211.210.175,2,2,Fabrique d'Eglise Sainte-Barbe (WL - Léglise)
0211.210.274,2,2,Fabrique d'Eglise Saint-Quirin à Assenois (WL - Léglise)
0211.210.373,3,2,Kerkfabriek Notre Dame du Rosaire
0211.210.472,2,2,Fabrique d'Eglise Notre-Dame à Villers- Notre- Dame (WL - Ath)
0211.210.670,2,2,Fabrique d'Eglise Saint-Julien (WL - Ath)
0211.210.769,2,2,Fabrique d'Eglise Saint-Martin à Biez (WL - Chaumont -Gistoux)
0211.210.868,3,2,Kerkfabriek Sint-Andries te Bikschote (VL - Langemark-Poelkapelle)
0211.211.066,2,2,Fabrique d'Eglise Saint Ursmer ( WL - Binche )
0211.211.165,3,2,Kerkfabriek Sint-Jozef te Eik (VL - Bilzen)
0211.211.264,2,2,Fabrique d'Eglise Sacré Coeur de Jésus ( WL - Vielsalm )
0211.211.363,3,2,Kerkfabriek Sint-Mauritius (VL - Bilzen)
0211.211.462,3,2,Kerkfabriek Sint-Willibrordus Antwerpen(VL - Antwerpen)
0211.211.561,3,2,Kerkfabriek Sint-Laurentius Schoonbroek (VL - Antwerpen)
0211.211.660,3,2,Kerkfabriek Sint-Jan Baptist te Binkom (VL - Lubbeek)
0211.211.759,3,2,Kerkfabriek Sint-Antonius Abt (VL - Blankenberge)
0211.211.858,3,2,Kerkfabriek Sint-Michiel te Boezinge (VL - Ieper)
0211.211.957,2,2,Fabrique d'Eglise Saint Remy ( WL - Virton )
0211.212.056,2,2,Fabrique d'Eglise Saint-Maurice à Bleret (WL - Waremme)
0211.212.155,2,2,Fabrique d'Eglise Sainte-Catherine à Herbais (WL - Jodoigne)
0211.212.254,3,2,Kerkfabriek Sint-Ludwina (VL - Bonheiden)
0211.212.353,3,2,Kerkfabriek Heilig Hart (VL - Boom)
0211.212.551,3,2,Kerkfabriek Onze-Lieve-Vrouw (VL - Boom)
0211.212.650,2,2,Fabrique d'Eglise Saint-Pierre à Borlez (WL - Faimes)
0211.212.749,3,2,Kerkfabriek Sint-Leo de Grote te Zwankendamme (VL - Brugge)
0211.212.848,3,2,Kerkfabriek Sint-Franciscus Xaverius te Borgerhout (VL - Antwerpen)
0211.213.046,3,2,Kerkfabriek Sint-Jozef  (VL - Brugge)
0211.213.244,2,2,Fabrique d'Eglise Sacré-Coeur et Saint-Lambert à Laeken (BR - Bruxelles)
0211.213.244,3,2,Kerkfabriek Heilig-Hart en Sint-Lambertus te Laken (BR - Brussel)
0211.213.343,3,2,Kerkfabriek Sint-Jan-de-Doper te Ossel (VL - Merchtem)
0211.213.442,2,2,Fabrique d'Eglise Notre-Dame de Laeken (BR - Bruxelles)
0211.213.442,3,2,Kerkfabriek Onze-Lieve-Vrouw te Laken (BR - Brussel)
0211.213.739,2,2,Fabrique d'Eglise des Saints-Anges à Laeken (BR - Bruxelles)
0211.213.739,3,2,Kerkfabriek Heilige Engelen te Laken (BR - Brussel)
0211.213.838,2,2,Fabrique d'Eglise Divin Enfant Jésus à Laeken (BR - Bruxelles)
0211.213.838,3,2,Kerkfabriek Goddelijk Kind Jezus te Laken (BR - Brussel)
0211.213.937,2,2,Fabrique d'Eglise Notre-Dame Immaculée (BR - Bruxelles)
0211.213.937,3,2,Kerkfabriek Onze-Lieve-Vrouw Onbevlekt (BR - Brussel)
0211.214.036,2,2,Fabrique de la cathédrale des Saints Michel et Gudule  (BR - Bruxelles)
0211.214.036,3,2,Kerkfabriek van de Sint-Michiels en Sint-Goedelekathedraal  (BR - Brussel)
0211.214.135,2,2,Fabrique d'Eglise Saint-Jacques sur Coudenberg (BR - Bruxelles)
0211.214.135,3,2,Kerkfabriek Sint-Jacob-op-Koudenberg (BR - Brussel)
0211.214.234,2,2,Fabrique d'Eglise Notre-Dame du Sablon (BR - Bruxelles)
0211.214.234,3,2,Kerkfabriek Onze-Lieve-Vrouw ten Zavel (BR - Brussel)
0211.214.333,2,2,Fabrique d'Eglise Christ-Roi à Laeken (BR - Bruxelles)
0211.214.333,3,2,Kerkfabriek Christus Koning te Laken (BR - Brussel)
0211.214.432,2,2,Fabrique d'Eglise Notre-Dame du Finistère (BR - Bruxelles)
0211.214.432,3,2,Kerkfabriek Onze-Lieve-Vrouw van Finisterrae (BR - Brussel)
0211.214.531,2,2,Fabrique d'Eglise Notre-Dame aux Riches Claires (BR - Bruxelles)
0211.214.531,3,2,Kerkfabriek Onze-Lieve-Vrouw ter Rijke Klaren (BR - Brussel)
0211.214.630,2,2,Fabrique d'Eglise Saint-Nicolas (BR - Bruxelles)
0211.214.630,3,2,Kerkfabriek Sint-Niklaas (BR - Brussel)
0211.214.729,2,2,Etablissement Fabrique d'Eglise Sainte-Catherine (BR - Bruxelles)
0211.214.729,3,2,Instelling Kerkfabriek Sint-Katelijne (BR - Brussel)
0211.214.828,2,2,Fabrique d'Eglise Saint-Jean-Baptiste au Béguinage (BR - Bruxelles)
0211.214.828,3,2,Kerkfabriek Sint-Jan-Baptist ten Begijnhof (BR - Brussel)
0211.214.927,2,2,Fabrique d'Eglise Saints Jean et Etienne aux Minimes (BR - Bruxelles)
0211.214.927,3,2,Kerkfabriek Sint-Jan en Stefaan ter Miniemen (BR - Brussel)
0211.215.026,2,2,Fabrique d'Eglise Notre-Dame de la Chapelle (BR - Bruxelles)
0211.215.026,3,2,Kerkfabriek Onze-Lieve-Vrouw ter Kapelle (BR - Brussel)
0211.215.125,2,2,Fabrique d'Eglise de la Madeleine (BR - Bruxelles)
0211.215.125,3,2,Kerkfabriek van Magdalena (BR - Brussel)
0211.215.224,2,2,Fabrique d'Eglise Notre-Dame du Bon Secours (BR - Bruxelles)
0211.215.224,3,2,Kerkfabriek Onze-Lieve-Vrouw van Goede Bijstand (BR - Brussel)
0211.215.323,2,2,Fabrique d'Eglise de la Chapelle Sainte-Anne (BR - Bruxelles)
0211.215.323,3,2,Kerkfabriek van Sint-Annakapel (BR - Brussel)
0211.215.422,2,2,Fabrique d'Eglise du Sacré-Coeur de Jésus (BR - Bruxelles)
0211.215.422,3,2,Kerkfabriek Heilig Hart van Jezus (BR - Brussel)
0211.215.521,3,2,Kerkfabriek Sint-Amandus te Opdorp (VL - Buggenhout)
0211.215.620,2,2,Fabrique d'Eglise du Saint-Sacrement (BR - Ixelles)
0211.215.620,3,2,Kerkfabriek Heilig Sacrament (BR - Elsene)
0211.215.719,3,2,Kerkfabriek Sint-Niklaas (VL - Buggenhout)
0211.215.818,3,2,Kerkfabriek Heilige Joannes Bosco te Buizingen (VL - Halle)
0211.215.917,4,2,Kirchenfabrik Sankt-Michael (WL - Butgenbach)
0211.216.016,4,2,Kirchenfabrik Sankt-Stephanus (WL - Butgenbach)
0211.216.115,4,2,Kirchenfabrik Sankt-Odilia (WL - Butgenbach)
0211.216.214,3,2,Kerkfabriek Sint-Martinus te Burst (VL - Erpe-Mere)
0211.216.313,2,2,Fabrique d'Eglise Saint-Joseph à Carnières (WL - Morlanwelz)
0211.216.412,2,2,Fabrique d'Eglise Notre-Dame à Casteau (WL - Soignies)
0211.216.511,2,2,Fabrique d'Eglise Saint-Hilaire à Carnières (WL - Morlanwelz)
0211.216.610,2,2,Fabrique d'Eglise Saint Christophe ( WL - Celles (lez-Tournai) )
0211.216.709,2,2,Fabrique d'Eglise Saint-Sébastien à Charneux (WL - Herve)
0211.216.907,2,2,Fabrique d'Eglise Saint-Antoine (WL - Charleroi)
0211.217.006,2,2,Fabrique d'Eglise Saint-André à Cerexhe (WL - Soumagne)
0211.217.105,2,2,Fabrique d'Eglise Saint Christophe ( WL - Charleroi )
0211.217.204,2,2,Fabrique d'Eglise Saint Joseph ( WL - Charleroi )
0211.217.303,2,2,Fabrique d'Eglise Saints Pierre et Paul ( WL - Châtelet )
0211.217.402,2,2,Fabrique d'Eglise L'Enfant Jésus ( WL - Châtelet )
0211.217.598,2,2,Fabrique d'Eglise Saint Antoine ( WL- Châtelet )
0211.217.697,2,2,Fabrique d'Eglise Sainte Marie ( WL - Châtelet )
0211.217.796,2,2,Fabrique d'Eglise Vierge des Pauvres ( WL- Liège )
0211.217.994,2,2,Fabrique d'Eglise Saint-Joseph à Cheratte-Hauteurs (WL - Visé)
0211.218.093,2,2,Fabrique d'Eglise Notre-Dame à Cheratte-Bas (WL - Visé)
0211.218.192,2,2,Fabrique d'Eglise Saints Pierre et Paul ( WL - Chimay )
0211.218.291,2,2,Fabrique d'Eglise Saint-Maurice à Ciplet (WL - Braives)
0211.218.390,2,2,Fabrique d'Eglise Immaculée Conception Très Sainte Vierge ( WL - Ciney )
0211.218.489,2,2,Fabrique d'Eglise Sainte-Barbe à Clermont-sous-Huy (WL - Engis)
0211.218.588,2,2,Fabrique d'Eglise Saint-Martin (WL - Comblain-au-Pont)
0211.218.687,2,2,Fabrique d'Eglise Saint Eloi ( WL - Comines-Warneton )
0211.218.786,2,2,Fabrique d'Eglise Saint Chrysole ( WL - Comines-Warneton )
0211.218.885,2,2,Fabrique d'Eglise Saint-Victor à Corswarem (WL - Berloz)
0211.218.984,2,2,Fabrique d'Eglise Sacré Coeur de Jésus ( WL - Charleroi )
0211.219.083,2,2,Fabrique d'Eglise Saint Lambert ( WL - Courcelles)
0211.219.182,2,2,Fabrique d'Eglise Saint-Basile à Couillet (WL - Charleroi)
0211.219.281,3,2,Kerkfabriek Saint Joseph
0211.219.380,2,2,Fabrique d'Eglise Saint-Laurent à Couillet (WL - Charleroi)
0211.219.479,3,2,Kerkfabriek Sint-Anna te Sint-Anna (VL - Kortrijk)
0211.219.578,3,2,Kerkfabriek Sint-Rochus (VL - Kortrijk)
0211.219.677,3,2,Kerkfabriek Sint-Elisabeth (VL - Kortrijk)
0211.219.776,3,2,Kerkfabriek Onze-Lieve-Vrouw (VL - Kortrijk)
0211.219.875,3,2,Kerkfabriek Saint Nicolas
0211.219.974,3,2,Kerkfabriek Sint-Maarten (VL - Kortrijk)
0211.220.073,3,2,Kerkfabriek Saint Michel
0211.220.172,4,2,Kirchenfabrik Sankt-Antonius in Crombach (WL - Sankt-Vith)
0211.220.271,4,2,Kirchenfabrik Mariä Himmelfahrt in Neundorf (WL - Sankt Vith)
0211.220.370,4,2,Kirchenfabrik Sankt-Kornelius in Rodt Hinderhausen (WL - Sankt Vith)
0211.220.469,2,2,Fabrique d'Eglise Saint-Pierre à Thys (WL - Crisnée)
0211.220.568,2,2,Fabrique d'Eglise Saint-Severin à Odeur (WL - Crisnée)
0211.220.667,2,2,Fabrique d'Eglise Saint-Vincent à Kemexhe (WL - Crisnée)
0211.220.766,2,2,Fabrique d'Eglise Saint-Martin à Fize-le-Marsal (WL - Crisnée)
0211.220.865,2,2,Fabrique d'Eglise Saint-Maurice (WL - Crisnée)
0211.220.964,2,2,Fabrique d'Eglise Saint Hubert ( WL - Bertrix )
0211.221.063,2,2,Fabrique d'Eglise Sainte-Gertrude à Crehen (WL - Hannut)
0211.221.162,2,2,Fabrique d'Eglise Saint Remy ( WL - Bertrix )
0211.221.261,2,2,Fabrique d'Eglise Saint-Pancrace (WL - Dahlem)
0211.221.360,3,2,Kerkfabriek Onze-Lieve-Vrouw Onbevlekt Ontvangen te Dadizele (VL - Moorslede)
0211.221.459,3,2,Kerkfabriek Onze-Lieve-Vrouw Onbevlekt Ontvangen te Sint-Lodewijk (VL - Deerlijk)
0211.221.558,3,2,Kerkfabriek Sint-Columba (VL - Deerlijk)
0211.221.657,3,2,Kerkfabriek Onze-Lieve-Vrouw-Hemelvaart en Sint-Antonius van Padua te De Klinge (VL - Sint-Gillis-Waas)
0211.221.756,3,2,Kerkfabriek Onze-Lieve-Vrouw (VL - Deinze)
0211.221.855,3,2,Kerkfabriek Sint-Ursmarus te Deftinge (VL - Lierde)
0211.221.954,3,2,Kerkfabriek Onze-Lieve-Vrouw ter Nood te Huissegem (VL - Denderleeuw)
0211.222.152,2,2,Communauté israélite reconnue - Communauté israélite Sépharade de Bruxelles (BR - Schaerbeek)
0211.222.152,3,2,Erkende Israëlitische Gemeente - Israëlitische Sefardische Gemeente van Brussel (BR - Schaarbeek)
0211.222.251,2,2,Communauté israélite reconnue - Communauté israélite Orthodoxe de Schaerbeek (BR - Schaerbeek)
0211.222.251,3,2,Erkende Israëlitische Gemeente - Orthodoxe Israëlitische Gemeente van Schaarbeek (BR - Schaarbeek)
0211.222.350,2,2,Communauté israélite reconnue - Synagogue israélite orthodoxe (BR - Anderlecht)
0211.222.449,2,2,Communauté israélite reconnue (BR - Bruxelles)
0211.222.449,3,2,Erkende Israëlitische  Gemeente (BR - Brussel)
0211.222.548,3,2,Erkende Israëlitische Gemeente - Israëlitische Gemeente van Oostende (VL - Oostende)
0211.222.647,3,2,"Erkende Israëlitische Gemeente - Israëlitische Synagoog van de Portugese Ritus ""Beth Moshè"" (VL - Antwerpen)"
0211.222.746,3,2,Kerkfabriek Heilig Kruis te Heusden (VL - Destelbergen)
0211.222.944,2,2,Fabrique d'Eglise Saint-Sauveur à Horion-Hozémont (WL - Grâce-Hollogne)
0211.223.043,3,2,Kerkfabriek Sint-Leonardus (VL - Aartselaar)
0211.223.142,2,2,Communauté israélite reconnue - Communauté israélite à Liège (WL - Liège)
0211.223.340,3,2,Kerkfabriek Onze-Lieve-Vrouw Boodschap (VL - Antwerpen)
0211.223.439,3,2,Kerkfabriek Heilige Kruisvinding te Achel (VL - Hamont-Achel)
0211.223.538,3,2,Kerkfabriek H.H.Michaël en Petrus (VL - Antwerpen)
0211.223.637,3,2,Anglicaanse Kerkfabriek Sint-Bonifacius (VL - Antwerpen)
0211.223.835,3,2,Kerkfabriek Sint-Lambertus te Heverlee (VL - Leuven)
0211.223.934,3,2,Kerkfabriek Sint-Antonius van Padua te Heverlee (VL - Leuven)
0211.224.033,3,2,Anglicaanse Kerkfabriek Saint George (VL - Ieper)
0211.224.132,3,2,Anglicaanse Kerkfabriek te Oostende (VL - Oostende)
0211.224.231,3,2,Anglicaanse Kerkfabriek Saint George te Knokke (VL - Knokke-Heist)
0211.224.330,3,2,Erkende Protestantse Gemeente (VL - Mechelen-Noord)
0211.224.429,3,2,Kerkfabriek Sint-Catharina - Oud Begijnhof (VL - Aalst)
0211.224.528,2,2,Communauté protestante reconnue - Eglise protestante libérale (BR - Bruxelles)
0211.224.528,3,2,Erkende Protestantse Gemeente - Liberale Protestantse Kerk (BR - Brussel)
0211.224.726,2,2,Fabrique d'Eglise Saint-Martin à Acoz (WL - Gerpinnes)
0211.225.221,3,2,Kerkfabriek Sint-Cornelius te Aalbeke (VL - Kortrijk)
0211.225.320,3,2,Kerkfabriek Sint-Antonius van Padua (VL - Antwerpen)
0211.225.419,2,2,Fabrique d'Eglise Notre Dame à Bon Secours ( WL -  Péruwelz )
0211.225.518,3,2,Kerkfabriek Sint-Augustinus (VL - Antwerpen)
0211.225.815,3,2,Kerkfabriek Sint-Eligius (VL - Antwerpen)
0211.225.914,2,2,Communauté protestante reconnue  (BR - Uccle)
0211.225.914,3,4,Erkende Protestantse Gemeente (BR - Ukkel)
0211.226.112,2,2,Communauté protestante reconnue  (WL - Tournai)
0211.226.211,2,2,Communauté protestante reconnue à La Bouverie (WL - Frameries)
0211.226.310,2,2,Communauté protestante reconnue (BR - Bruxelles)
0211.226.310,3,2,Erkende Protestantse Gemeente (BR - Brussel)
0211.226.409,2,2,Communauté protestante reconnue à Pâturages (WL - Colfontaine)
0211.226.508,2,2,Communauté protestante reconnue (WL - Dour)
0211.226.607,2,2,Communauté protestante reconnue à Haine-Saint-Paul - Jolimont (WL - La Louvière)
0211.226.706,2,2,Communauté protestante reconnue à Cuesmes (WL - Mons)
0211.226.805,2,2,Communauté protestante reconnue à Herchies - Baudour (WL -Jurbise)
0211.226.904,2,2,Communauté israélite reconnue - Communauté israélite à Arlon (WL - Arlon)
0211.227.102,3,2,Erkende Israëlitische Gemeente - Israëlitische Gemeente van Antwerpen Shomre Hadas (VL - Antwerpen)
0211.227.298,2,2,Communauté protestante reconnue (BR - Ixelles)
0211.227.298,3,2,Erkende Protestantse Gemeente (BR - Elsene)
0211.227.397,2,2,Communauté protestante reconnue (WL - Wavre)
0211.227.496,2,2,Communauté israélite reconnue - Communauté israélite à Charleroi (WL - Charleroi)
0211.227.694,2,2,Communauté protestante reconnue à Petit-Wasmes (WL - Colfontaine)
0211.227.793,3,2,Anglicaanse Kerkfabriek Saint John (VL - Gent)
0211.227.892,3,2,Kerkfabriek Onze-Lieve-Vrouw van het Heilig Hart te Borgerhout (VL - Antwerpen)
0211.228.090,3,2,Anglicaanse Kerkfabriek te Brugge (VL - Brugge)
0211.228.189,3,2,Kerkfabriek Onbevlekt Hart van Maria te Kattem (VL - Roosdaal)
0211.228.387,2,2,Fabrique d'Eglise Saint-François d'Assise à Bornival (WL - Nivelles)
0211.228.486,3,2,Kerkfabriek Sint-Antonius-Abt te Borsbeke (VL - Herzele)
0211.228.585,3,2,Kerkfabriek Sint-Jan-Berchmans (VL - Borsbeek)
0211.228.684,3,2,Kerkfabriek Sinte-Amelberga te Bossuit (VL - Avelgem)
0211.228.783,2,2,Fabrique d'Eglise Saint Ferdinand ( WL- Châtelet )
0211.228.981,2,2,Fabrique d'Eglise Saint-Joseph à Boussu-Bois (WL - Boussu)
0211.229.080,2,2,Fabrique d'Eglise Saint-Charles à Boussu-Bois (WL - Boussu)
0211.229.179,2,2,Fabrique d'Eglise Saint Gery ( WL - Boussu )
0211.229.377,2,2,Fabrique d'Eglise Saint Eloi ( WL - Aubange )
0211.229.476,2,2,Fabrique d'Eglise Sainte Thérèse à Lisieux ( WL - Aubange )
0211.229.575,2,2,Fabrique d'Eglise Notre-Dame du Blankedelle (BR - Auderghem)
0211.229.575,3,2,Kerkfabriek Onze-Lieve-Vrouw te Blankedelle (BR - Oudergem)
0211.229.674,2,2,Fabrique d'Eglise Saint-Julien (BR - Auderghem)
0211.229.674,3,2,Kerkfabriek Sint-Juliaan (BR - Oudergem)
0211.229.773,2,2,Fabrique d'Eglise Sainte-Anne (BR - Auderghem)
0211.229.773,3,2,Kerkfabriek Sint-Anna (BR - Oudergem)
0211.229.872,2,2,Fabrique d'Eglise Saint-Jean-Baptiste à Saint-Jean-Sart (WL - Aubel)
0211.229.971,2,2,Fabrique d'Eglise Saint-Victor à Auvelais (WL - Sambreville)
0211.230.070,2,2,Fabrique d'Eglise Saint-Etienne à Avin-en-Hesbaye (WL - Hannut)
0211.230.268,3,2,Kerkfabriek Sint-Jan-Baptist te Averbode (VL - Scherpenheuvel-Zichem)
0211.230.367,2,2,Fabrique d'Eglise Saint-Lambert de Gleixhe (WL - Flémalle)
0211.230.466,2,2,Fabrique d'Eglise Saint-Etienne à Awirs (WL - Flémalle)
0211.230.565,2,2,Fabrique d'Eglise Notre-Dame à Dieupart (WL - Aywaille)
0211.230.664,3,2,Kerkfabriek Sint-Bavo te Baaigem (VL - Gavere)
0211.230.862,3,2,Kerkfabriek Sint-Margriet te Baardegem (VL - Aalst)
0211.230.961,2,2,Consistoire de l'Eglise protestante à Laeken (BR-Bruxelles)
0211.230.961,3,2,Consistorie van de Protestantse Kerk te Laken (BR-Brussel)
0211.231.060,3,2,Kerkfabriek Onze-Lieve-Vrouw van Altijddurende Bijstand te Balen (VL - Balen)
0211.231.258,3,2,Kerkfabriek Onze-Lieve-Vrouw van Lourdes (VL - Balen)
0211.231.357,2,2,Communauté protestante reconnue - Eglise Protestante de la Rédemption (WL - Liège)
0211.231.456,2,2,Fabrique d'Eglise Saint-Pierre (WL - Bassenge)
0211.231.555,2,2,Fabrique d'Eglise Sainte Vierge à Thoricourt ( WL - Silly )
0211.231.654,2,2,Fabrique d'Eglise Saint Martin ( WL - Comines-Warneton )
0211.231.753,2,2,Fabrique d'Eglise Saint Joseph ( WL -  Bastogne )
0211.231.852,2,2,Fabrique d'Eglise Saint Géry ( WL - Saint-Ghislain )
0211.231.951,2,2,Fabrique d'Eglise Saint-Remi à Baulers (WL - Nivelles)
0211.232.050,2,2,Fabrique d'Eglise Saint Servais ( WL - Beaumont )
0211.232.248,2,2,Communauté protestante reconnue à Seraing Centre (WL - Seraing)
0211.232.347,3,2,Kerkfabriek Heilige Maria Moeder Gods (VL - Beernem)
0211.232.446,2,2,Fabrique d’Eglise Notre-Dame du Perpétuel Secours (VL - Beerse)
0211.232.446,3,2,Kerkfabriek Onze-Lieve-Vrouw van Altijddurende Bijstand (VL - Beerse)
0211.232.545,3,2,Kerkfabriek Heilige Agnès (VL - Beersel)
0211.232.644,2,2,Communauté protestante reconnue à Verviers-Hodimont (WL - Verviers)
0211.232.743,3,2,Erkende Protestantse Gemeente (VL - Hasselt)
0211.232.842,2,2,Fabrique d'Eglise Saint-Pierre à Awan (WL - Aywaille)
0211.232.941,3,2,Erkende Protestantse Gemeente - Johanneskerk (VL - Genk)
0211.233.040,3,2,Kerkfabriek Heilige Kruis (VL - Beernem)
0211.233.139,3,2,Kerkfabriek Onze-Lieve-Vrouw ter Sneeuw te Borgerhout (VL - Antwerpen)
0211.233.238,4,2,Anerkannte Protestantische Kirchengemeinde (WL - Eupen - Neu Moresnet)
0211.233.337,3,2,Kerkfabriek Onze-Lieve-Vrouw te Beigem (VL - Grimbergen)
0211.233.535,3,2,Kerkfabriek Heilige Jozef (VL - Balen)
0211.233.634,3,2,Kerkfabriek Sint-Andries (VL - Balen)
0211.233.733,3,2,Kerkfabriek Sint-Maria te Bachte-Maria-Leerne (VL - Deinze)
0211.233.832,3,2,Kerkfabriek Heilig Sacrament te Berchem (VL - Antwerpen)
0211.233.931,3,2,Kerkfabriek Sint-Andreas en Ghislenus te Belsele (VL - Sint-Niklaas)
0211.234.129,2,2,Fabrique d'Eglise Saint Martin
0211.234.327,3,2,Kerkfabriek Onze Lieve Vrouw van de Carmel (VL - Antwerpen)
0211.234.426,3,2,Kerkfabriek Sint-Lambertus te Gestel (VL - Berlaar)
0211.234.525,3,2,Kerkfabriek Sint-Amandus te Bekegem (VL - Ichtegem)
0211.234.624,3,2,Kerkfabriek Onze-Lieve-Vrouw Middelares en Sint-Lodewijk te Berchem (VL - Antwerpen)
0211.234.723,3,2,Kerkfabriek Heilige Drievuldigheid te Berchem (VL - Antwerpen)
0211.234.822,3,2,Kerkfabriek Onze-Lieve-Vrouw te Bellem (VL - Aalter)
0211.234.921,3,2,Kerkfabriek Sint-Pieter (VL - Berlaar)
0211.235.020,2,2,Fabrique d'Eglise Saint-Germain à Ben (WL - Huy)
0211.235.218,3,2,Kerkfabriek Heilige Kruisverheffing te Beveren (VL - Roeselare)
0211.235.317,3,2,Kerkfabriek Sint-Jan-Baptist te Beveren (Leie) (VL - Waregem)
0211.235.416,3,2,Kerkfabriek Sint-Martinus (VL - Beveren)
0211.235.515,3,2,Kerkfabriek Sint-Gertrudis te Beverst (VL - Bilzen)
0211.235.614,3,2,KERKFABRIEK SINT AUDOMARUS
0211.235.713,2,2,Fabrique d'Eglise Saints-Pierre-et-Marcellin à Bierges (WL - Wavre)
0211.235.812,2,2,Fabrique d'Eglise Saint-Martin (WL - Quiévrain)
0211.235.911,2,2,Fabrique d'Eglise Sainte-Anne à Ellemelle (WL - Ouffet)
0211.236.010,2,2,Fabrique d'Eglise Saint Pierre aux Liens ( WL - Ellezelles )
0211.236.109,3,2,Kerkfabriek Onze-Lieve-Vrouw Geboorte en Sint-Jozef te Elene (VL - Zottegem)
0211.236.307,3,2,Kerkfabriek Sint-Theresia van het Kind Jezus te Ekeren (VL - Antwerpen)
0211.236.406,3,2,Kerkfabriek Onze-Lieve-Vrouw Onbevlekte Ontvangenis te Zilverenhoek (VL - Kapellen)
0211.236.505,3,2,Kerkfabriek Onze-Lieve-Vrouw van Gedurige Bijstand te Ekeren (VL - Antwerpen)
0211.236.604,3,2,Kerkfabriek Sint-Barbara te Eisden (VL - Maasmechelen)
0211.236.703,3,2,Kerkfabriek Sint-Amandus te Eke (VL - Nazareth)
0211.236.802,3,2,Kerkfabriek Sint-Lambertus te Ekeren (VL - Antwerpen)
0211.236.998,3,2,Kerkfabriek Sint-Germanus te Egem (VL - Pittem)
0211.237.097,3,2,Kerkfabriek Sint-Jan Onthoofding te Eggewaartskapelle (VL - Veurne)
0211.237.196,3,2,Kerkfabriek Heilige Familie te Elsdonk (VL - Edegem)
0211.237.295,3,2,Kerkfabriek Onze-Lieve-Vrouw van Lourdes en Sint-Antonius (VL - Edegem)
0211.237.493,3,2,Kerkfabriek Heilige Luela (VL - Edegem)
0211.237.592,3,2,Kerkfabriek Sint-Vincentius Martelaar (VL - Eeklo)
0211.237.790,2,2,Fabrique d'Eglise Saint-Léonard à Saint-Léonard (WL - Huy)
0211.237.889,3,2,Kerkfabriek Sint-Petrus te Elen (VL - Dilsen-Stokkem)
0211.238.186,2,2,Fabrique d'Eglise Notre-Dame Médiatrice à Bousval (WL - Genappe)
0211.238.285,2,2,Fabrique d'Eglise Saint-Barthélemy à Bousval (WL - Genappe)
0211.238.384,2,2,Fabrique d'Eglise Saint-Georges à Eben (WL - Bassenge)
0211.238.483,2,2,Fabrique d'Eglise Notre-Dame à Emael (WL - Bassenge)
0211.238.582,2,2,Fabrique d'Eglise Saint-Rémy (WL - Braine-le-Château)
0211.238.681,2,2,Fabrique d'Eglise Saint-Sébastien (WL - Braine-l'Alleud)
0211.238.879,2,2,Fabrique d'Eglise Sacré-Coeur à l'Ermite (WL - Braine-l'Alleud)
0211.238.978,2,2,Fabrique d'Eglise Saint-Etienne (WL - Braine-l'Alleud)
0211.239.077,2,2,Fabrique d'Eglise La Croix ( WL -  Braine-le-Comte )
0211.239.176,3,2,Kerkfabriek Sint-Job te Belsele (VL - Sint-Niklaas)
0211.239.275,3,2,Kerkfabriek Sint-Josef te Driehoek (VL - Brasschaat)
0211.239.374,2,2,Fabrique d'Eglise Sainte-Marie à Gives (WL - Huy)
0211.239.473,3,2,Kerkfabriek Saint Rombaut (VL - Berlaar)
0211.239.572,3,2,Kerkfabriek Sint-Lutgardis te 't Hasselt (VL - Bree)
0211.239.770,3,2,Kerkfabriek Onze-Lieve-Vrouw te Gerdingen (VL - Bree)
0211.239.869,3,2,Kerkfabriek Sint-Martinus te Beek (VL - Bree)
0211.239.968,3,2,Kerkfabriek Sint-Michiel (VL - Bree)
0211.240.067,3,2,Kerkfabriek Sint-Willibrordus te Berchem (VL - Antwerpen)
0211.240.166,3,2,Kerkfabriek Sint-Pieters-Banden (VL - Bertem)
0211.240.265,3,2,Kerkfabriek Sint-Michiel (VL - Brecht)
0211.240.364,3,2,Kerkfabriek Onze-Lieve-Vrouw ten Hemel Opgenomen te Oostveld (VL - Eeklo)
0211.240.463,3,2,Kerkfabriek Sint-Theresia van het Kind Jezus (VL - Bredene)
0211.240.562,2,2,Fabrique d'Eglise Sainte Thérèse de l'Enfant Jésus ( WL - Liège )
0211.240.661,3,2,Kerkfabriek Christus Koning (VL - Brugge)
0211.240.760,3,2,Kerkfabriek Sint-Pieter (VL - Brugge)
0211.240.859,3,2,Kerkfabriek Heilige Maria-Magdalena en Heilige Catharina (VL - Brugge)
0211.240.958,3,2,Kerkfabriek Sint-Jacob-de-Meerdere (VL - Brugge)
0211.241.057,3,2,Kerkfabriek Sint-Anna (VL - Brugge)
0211.241.156,3,2,Kerkfabriek Sint-Gillis (VL - Brugge)
0211.241.255,3,2,Kerkfabriek Onze-Lieve-Vrouw-van-Blindeken (VL - Brugge)
0211.241.354,3,2,Kerkfabriek Sint-Walburga ((VL - Brugge)
0211.241.453,3,2,Kerkfabriek Sint-Antonius Abt (VL - Brasschaat)
0211.241.750,3,2,Kerkfabriek Notre Dame Etoile de la Mer
0211.242.047,3,2,Erkende Protestantse Gemeente te Sint-Maria-Horebeke (VL - Horebeke)
0211.242.146,3,2,Kerkfabriek Heilige Maria te Boutersem (VL - Boutersem)
